,Distance
"('C43', 'C56')",8.16
"('C43', 'C57')",4.09
"('C43', 'C58')",16.55
"('C43', 'C59')",7.26
"('C43', 'C60')",15.81
"('C43', 'C61')",18.53
"('C43', 'C62')",7.62
"('C43', 'C63')",10.34
"('C43', 'C64')",15.03
"('C43', 'C65')",18.3
"('C43', 'C66')",14.3
"('C43', 'C67')",12.87
"('C43', 'C68')",13.31
"('C43', 'C69')",5.65
"('C43', 'C70')",13.67
"('C43', 'C71')",16.25
"('C43', 'C72')",7.45
"('C43', 'C73')",9.77
"('C43', 'C74')",10.58
"('C43', 'C75')",13.91
"('C43', 'C76')",17.94
"('C43', 'C77')",24.42
"('C43', 'C78')",6.77
"('C43', 'C79')",10.79
"('C43', 'C80')",11.5
"('C43', 'C81')",9.76
"('C43', 'C82')",8.8
"('C43', 'C83')",13.15
"('C43', 'C84')",4.43
"('C43', 'C85')",5.75
"('C43', 'C86')",17.4
"('C43', 'C87')",16.05
"('C43', 'C88')",14.8
"('C44', 'C39')",7.35
"('C44', 'C40')",5.9
"('C44', 'C41')",12.73
"('C44', 'C42')",13.33
"('C44', 'C43')",7.37
"('C44', 'C44')",0.0
"('C44', 'C45')",11.26
"('C44', 'C46')",18.08
"('C44', 'C47')",16.84
"('C44', 'C48')",10.51
"('C44', 'C49')",14.83
"('C44', 'C50')",5.41
"('C44', 'C51')",14.77
"('C44', 'C52')",19.83
"('C44', 'C53')",19.09
"('C44', 'C54')",16.9
"('C44', 'C55')",6.1
"('C44', 'C56')",11.68
"('C44', 'C57')",6.29
"('C44', 'C58')",13.87
"('C44', 'C59')",12.8
"('C44', 'C60')",17.25
"('C44', 'C61')",16.36
"('C44', 'C62')",1.63
"('C44', 'C63')",14.0
"('C44', 'C64')",11.39
"('C44', 'C65')",15.47
"('C44', 'C66')",15.9
"('C44', 'C67')",10.57
"('C44', 'C68')",16.81
"('C44', 'C69')",9.78
"('C44', 'C70')",17.65
"('C44', 'C71')",14.08
"('C44', 'C72')",12.23
"('C44', 'C73')",15.25
"('C44', 'C74')",11.02
"('C44', 'C75')",9.22
"('C44', 'C76')",15.79
"('C44', 'C77')",26.02
"('C44', 'C78')",3.17
"('C44', 'C79')",15.39
"('C44', 'C80')",16.99
"('C44', 'C81')",14.22
"('C44', 'C82')",13.26
"('C44', 'C83')",18.64
"('C44', 'C84')",10.91
"('C44', 'C85')",7.57
"('C44', 'C86')",22.89
"('C44', 'C87')",12.41
"('C44', 'C88')",15.83
"('C45', 'C39')",7.21
"('C45', 'C40')",11.6
"('C45', 'C41')",16.05
"('C45', 'C42')",10.68
"('C45', 'C43')",11.43
"('C45', 'C44')",11.1
"('C45', 'C45')",0.0
"('C45', 'C46')",7.72
"('C45', 'C47')",24.13
"('C45', 'C48')",1.83
"('C45', 'C49')",22.54
"('C45', 'C50')",10.47
"('C45', 'C51')",4.41
"('C45', 'C52')",9.7
"('C45', 'C53')",8.96
"('C45', 'C54')",6.76
"('C45', 'C55')",8.02
"('C45', 'C56')",2.9
"('C45', 'C57')",9.02
"('C45', 'C58')",21.73
"('C45', 'C59')",3.92
"('C45', 'C60')",6.9
"('C45', 'C61')",24.08
"('C45', 'C62')",12.54
"('C45', 'C63')",19.23
"('C45', 'C64')",10.85
"('C45', 'C65')",9.38
"('C45', 'C66')",23.19
"('C45', 'C67')",18.42
"('C45', 'C68')",4.82
"('C45', 'C69')",14.21
"('C45', 'C70')",5.66
"('C45', 'C71')",21.79
"('C45', 'C72')",16.65
"('C45', 'C73')",8.42
"('C45', 'C74')",19.47
"('C45', 'C75')",13.74
"('C45', 'C76')",9.02
"('C45', 'C77')",33.31
"('C45', 'C78')",12.87
"('C45', 'C79')",3.4
"('C45', 'C80')",6.86
"('C45', 'C81')",17.54
"('C45', 'C82')",16.58
"('C45', 'C83')",8.51
"('C45', 'C84')",9.78
"('C45', 'C85')",4.63
"('C45', 'C86')",12.76
"('C45', 'C87')",13.79
"('C45', 'C88')",8.84
"('C46', 'C39')",14.69
"('C46', 'C40')",19.21
"('C46', 'C41')",22.89
"('C46', 'C42')",5.99
"('C46', 'C43')",16.7
"('C46', 'C44')",17.25
"('C46', 'C45')",7.28
"('C46', 'C46')",0.0
"('C46', 'C47')",30.15
"('C46', 'C48')",7.72
"('C46', 'C49')",28.14
"('C46', 'C50')",17.31
"('C46', 'C51')",4.99
"('C46', 'C52')",15.58
"('C46', 'C53')",14.84
"('C46', 'C54')",12.38
"('C46', 'C55')",12.88
"('C46', 'C56')",9.74
"('C46', 'C57')",15.86
"('C46', 'C58')",27.18
"('C46', 'C59')",10.14
"('C46', 'C60')",2.0
"('C46', 'C61')",29.67
"('C46', 'C62')",18.07
"('C46', 'C63')",26.07
"('C46', 'C64')",6.16
"('C46', 'C65')",4.7
"('C46', 'C66')",29.21
"('C46', 'C67')",23.88
"('C46', 'C68')",9.1
"('C46', 'C69')",21.05
"('C46', 'C70')",9.14
"('C46', 'C71')",27.38
"('C46', 'C72')",23.5
"('C46', 'C73')",14.3
"('C46', 'C74')",24.33
"('C46', 'C75')",19.0
"('C46', 'C76')",4.34
"('C46', 'C77')",39.33
"('C46', 'C78')",19.05
"('C46', 'C79')",9.1
"('C46', 'C80')",12.74
"('C46', 'C81')",24.38
"('C46', 'C82')",23.42
"('C46', 'C83')",14.39
"('C46', 'C84')",17.26
"('C46', 'C85')",11.47
"('C46', 'C86')",17.22
"('C46', 'C87')",11.45
"('C46', 'C88')",6.22
"('C47', 'C39')",19.28
"('C47', 'C40')",17.6
"('C47', 'C41')",8.34
"('C47', 'C42')",31.8
"('C47', 'C43')",14.5
"('C47', 'C44')",19.34
"('C47', 'C45')",28.48
"('C47', 'C46')",29.71
"('C47', 'C47')",0.0
"('C47', 'C48')",27.73
"('C47', 'C49')",13.58
"('C47', 'C50')",14.22
"('C47', 'C51')",26.4
"('C47', 'C52')",27.42
"('C47', 'C53')",26.68
"('C47', 'C54')",24.48
"('C47', 'C55')",22.74
"('C47', 'C56')",21.23
"('C47', 'C57')",22.72
"('C47', 'C58')",5.98
"('C47', 'C59')",20.33
"('C47', 'C60')",28.88
"('C47', 'C61')",11.73
"('C47', 'C62')",19.9
"('C47', 'C63')",5.47
"('C47', 'C64')",29.86
"('C47', 'C65')",31.37
"('C47', 'C66')",2.41
"('C47', 'C67')",7.52
"('C47', 'C68')",26.38
"('C47', 'C69')",10.08
"('C47', 'C70')",26.74
"('C47', 'C71')",15.95
"('C47', 'C72')",9.67
"('C47', 'C73')",22.84
"('C47', 'C74')",8.5
"('C47', 'C75')",28.18
"('C47', 'C76')",31.01
"('C47', 'C77')",13.86
"('C47', 'C78')",16.06
"('C47', 'C79')",23.86
"('C47', 'C80')",24.57
"('C47', 'C81')",6.64
"('C47', 'C82')",8.87
"('C47', 'C83')",26.22
"('C47', 'C84')",17.5
"('C47', 'C85')",20.88
"('C47', 'C86')",30.47
"('C47', 'C87')",30.88
"('C47', 'C88')",27.87
"('C48', 'C39')",8.33
"('C48', 'C40')",12.86
"('C48', 'C41')",17.57
"('C48', 'C42')",11.43
"('C48', 'C43')",12.56
"('C48', 'C44')",10.89
"('C48', 'C45')",1.65
"('C48', 'C46')",8.48
"('C48', 'C47')",23.8
"('C48', 'C48')",0.0
"('C48', 'C49')",21.78
"('C48', 'C50')",11.49
"('C48', 'C51')",3.9
"('C48', 'C52')",10.16
"('C48', 'C53')",9.42
"('C48', 'C54')",7.22
"('C48', 'C55')",6.53
"('C48', 'C56')",3.65
"('C48', 'C57')",10.54
"('C48', 'C58')",20.83
"('C48', 'C59')",4.43
"('C48', 'C60')",7.65
"('C48', 'C61')",23.32
"('C48', 'C62')",11.71
"('C48', 'C63')",20.75
"('C48', 'C64')",10.54
"('C48', 'C65')",10.14
"('C48', 'C66')",22.86
"('C48', 'C67')",17.52
"('C48', 'C68')",7.21
"('C48', 'C69')",15.73
"('C48', 'C70')",8.05
"('C48', 'C71')",21.03
"('C48', 'C72')",18.17
"('C48', 'C73')",12.69
"('C48', 'C74')",17.97
"('C48', 'C75')",12.64
"('C48', 'C76')",9.77
"('C48', 'C77')",32.98
"('C48', 'C78')",12.69
"('C48', 'C79')",5.79
"('C48', 'C80')",7.32
"('C48', 'C81')",19.06
"('C48', 'C82')",18.1
"('C48', 'C83')",8.97
"('C48', 'C84')",10.91
"('C48', 'C85')",6.15
"('C48', 'C86')",13.22
"('C48', 'C87')",11.56
"('C48', 'C88')",6.81
"('C49', 'C39')",16.17
"('C49', 'C40')",10.34
"('C49', 'C41')",12.97
"('C49', 'C42')",21.78
"('C49', 'C43')",15.65
"('C49', 'C44')",11.07
"('C49', 'C45')",21.22
"('C49', 'C46')",28.05
"('C49', 'C47')",15.97
"('C49', 'C48')",20.48
"('C49', 'C49')",0.0
"('C49', 'C50')",15.37
"('C49', 'C51')",24.74
"('C49', 'C52')",28.57
"('C49', 'C53')",27.83
"('C49', 'C54')",25.63
"('C49', 'C55')",14.55
"('C49', 'C56')",22.39
"('C49', 'C57')",15.46
"('C49', 'C58')",8.04
"('C49', 'C59')",21.49
"('C49', 'C60')",27.22
"('C49', 'C61')",1.95
"('C49', 'C62')",9.4
"('C49', 'C63')",13.13
"('C49', 'C64')",19.84
"('C49', 'C65')",23.92
"('C49', 'C66')",15.03
"('C49', 'C67')",9.52
"('C49', 'C68')",27.54
"('C49', 'C69')",13.18
"('C49', 'C70')",27.89
"('C49', 'C71')",3.48
"('C49', 'C72')",15.62
"('C49', 'C73')",23.99
"('C49', 'C74')",9.97
"('C49', 'C75')",17.67
"('C49', 'C76')",24.24
"('C49', 'C77')",21.27
"('C49', 'C78')",8.68
"('C49', 'C79')",25.02
"('C49', 'C80')",25.73
"('C49', 'C81')",14.46
"('C49', 'C82')",13.5
"('C49', 'C83')",27.38
"('C49', 'C84')",18.65
"('C49', 'C85')",18.55
"('C49', 'C86')",31.63
"('C49', 'C87')",20.86
"('C49', 'C88')",29.17
"('C50', 'C39')",3.08
"('C50', 'C40')",4.78
"('C50', 'C41')",7.84
"('C50', 'C42')",17.16
"('C50', 'C43')",2.46
"('C50', 'C44')",6.32
"('C50', 'C45')",10.54
"('C50', 'C46')",17.67
"('C50', 'C47')",14.82
"('C50', 'C48')",9.79
"('C50', 'C49')",16.27
"('C50', 'C50')",0.0
"('C50', 'C51')",14.36
"('C50', 'C52')",15.38
"('C50', 'C53')",14.64
"('C50', 'C54')",12.44
"('C50', 'C55')",8.9
"('C50', 'C56')",9.2
"('C50', 'C57')",4.24
"('C50', 'C58')",16.12
"('C50', 'C59')",8.3
"('C50', 'C60')",16.85
"('C50', 'C61')",17.81
"('C50', 'C62')",6.42
"('C50', 'C63')",9.92
"('C50', 'C64')",15.22
"('C50', 'C65')",19.33
"('C50', 'C66')",13.88
"('C50', 'C67')",12.15
"('C50', 'C68')",14.34
"('C50', 'C69')",5.23
"('C50', 'C70')",14.7
"('C50', 'C71')",15.52
"('C50', 'C72')",7.02
"('C50', 'C73')",10.8
"('C50', 'C74')",10.16
"('C50', 'C75')",14.1
"('C50', 'C76')",18.97
"('C50', 'C77')",24.0
"('C50', 'C78')",6.05
"('C50', 'C79')",11.82
"('C50', 'C80')",12.54
"('C50', 'C81')",9.33
"('C50', 'C82')",8.37
"('C50', 'C83')",14.19
"('C50', 'C84')",5.46
"('C50', 'C85')",5.94
"('C50', 'C86')",18.44
"('C50', 'C87')",16.24
"('C50', 'C88')",15.84
"('C51', 'C39')",10.81
"('C51', 'C40')",15.33
"('C51', 'C41')",20.05
"('C51', 'C42')",7.34
"('C51', 'C43')",15.03
"('C51', 'C44')",13.37
"('C51', 'C45')",4.2
"('C51', 'C46')",4.39
"('C51', 'C47')",26.27
"('C51', 'C48')",3.84
"('C51', 'C49')",24.26
"('C51', 'C50')",13.97
"('C51', 'C51')",0.0
"('C51', 'C52')",12.5
"('C51', 'C53')",11.76
"('C51', 'C54')",9.3
"('C51', 'C55')",9.01
"('C51', 'C56')",6.66
"('C51', 'C57')",13.02
"('C51', 'C58')",23.3
"('C51', 'C59')",7.06
"('C51', 'C60')",3.55
"('C51', 'C61')",25.8
"('C51', 'C62')",14.19
"('C51', 'C63')",23.23
"('C51', 'C64')",7.51
"('C51', 'C65')",6.05
"('C51', 'C66')",25.33
"('C51', 'C67')",20.0
"('C51', 'C68')",7.45
"('C51', 'C69')",18.21
"('C51', 'C70')",9.18
"('C51', 'C71')",23.51
"('C51', 'C72')",20.65
"('C51', 'C73')",11.22
"('C51', 'C74')",20.45
"('C51', 'C75')",15.12
"('C51', 'C76')",5.68
"('C51', 'C77')",35.45
"('C51', 'C78')",15.17
"('C51', 'C79')",6.02
"('C51', 'C80')",9.66
"('C51', 'C81')",21.54
"('C51', 'C82')",20.58
"('C51', 'C83')",11.31
"('C51', 'C84')",13.39
"('C51', 'C85')",8.63
"('C51', 'C86')",15.56
"('C51', 'C87')",9.67
"('C51', 'C88')",6.26
"('C52', 'C39')",13.76
"('C52', 'C40')",20.69
"('C52', 'C41')",20.9
"('C52', 'C42')",18.86
"('C52', 'C43')",14.58
"('C52', 'C44')",19.65
"('C52', 'C45')",11.12
"('C52', 'C46')",15.9
"('C52', 'C47')",27.87
"('C52', 'C48')",10.5
"('C52', 'C49')",31.63
"('C52', 'C50')",15.79
"('C52', 'C51')",12.59
"('C52', 'C52')",0.0
"('C52', 'C53')",2.56
"('C52', 'C54')",4.64
"('C52', 'C55')",16.91
"('C52', 'C56')",9.65
"('C52', 'C57')",18.11
"('C52', 'C58')",29.17
"('C52', 'C59')",8.28
"('C52', 'C60')",15.08
"('C52', 'C61')",33.17
"('C52', 'C62')",21.09
"('C52', 'C63')",19.91
"('C52', 'C64')",19.03
"('C52', 'C65')",17.56
"('C52', 'C66')",26.93
"('C52', 'C67')",27.51
"('C52', 'C68')",7.92
"('C52', 'C69')",18.28
"('C52', 'C70')",7.37
"('C52', 'C71')",30.88
"('C52', 'C72')",16.13
"('C52', 'C73')",5.9
"('C52', 'C74')",23.21
"('C52', 'C75')",22.11
"('C52', 'C76')",17.2
"('C52', 'C77')",37.05
"('C52', 'C78')",22.79
"('C52', 'C79')",7.75
"('C52', 'C80')",3.18
"('C52', 'C81')",18.54
"('C52', 'C82')",18.46
"('C52', 'C83')",2.37
"('C52', 'C84')",10.98
"('C52', 'C85')",13.95
"('C52', 'C86')",4.72
"('C52', 'C87')",21.89
"('C52', 'C88')",11.36
"('C53', 'C39')",12.69
"('C53', 'C40')",19.61
"('C53', 'C41')",19.83
"('C53', 'C42')",17.79
"('C53', 'C43')",13.51
"('C53', 'C44')",18.58
"('C53', 'C45')",10.05
"('C53', 'C46')",14.83
"('C53', 'C47')",26.8
"('C53', 'C48')",9.43
"('C53', 'C49')",30.56
"('C53', 'C50')",14.72
"('C53', 'C51')",11.52
"('C53', 'C52')",2.71
"('C53', 'C53')",0.0
"('C53', 'C54')",3.42
"('C53', 'C55')",15.84
"('C53', 'C56')",8.58
"('C53', 'C57')",17.04
"('C53', 'C58')",28.1
"('C53', 'C59')",7.21
"('C53', 'C60')",14.01
"('C53', 'C61')",32.1
"('C53', 'C62')",20.02
"('C53', 'C63')",18.84
"('C53', 'C64')",17.96
"('C53', 'C65')",16.49
"('C53', 'C66')",25.86
"('C53', 'C67')",26.44
"('C53', 'C68')",3.99
"('C53', 'C69')",17.21
"('C53', 'C70')",5.59
"('C53', 'C71')",29.81
"('C53', 'C72')",15.06
"('C53', 'C73')",6.7
"('C53', 'C74')",22.14
"('C53', 'C75')",21.04
"('C53', 'C76')",16.13
"('C53', 'C77')",35.98
"('C53', 'C78')",21.72
"('C53', 'C79')",5.09
"('C53', 'C80')",2.89
"('C53', 'C81')",17.47
"('C53', 'C82')",17.39
"('C53', 'C83')",0.51
"('C53', 'C84')",9.91
"('C53', 'C85')",12.88
"('C53', 'C86')",4.95
"('C53', 'C87')",20.82
"('C53', 'C88')",7.43
"('C54', 'C39')",10.72
"('C54', 'C40')",17.65
"('C54', 'C41')",17.86
"('C54', 'C42')",15.2
"('C54', 'C43')",11.54
"('C54', 'C44')",16.61
"('C54', 'C45')",7.46
"('C54', 'C46')",12.25
"('C54', 'C47')",24.83
"('C54', 'C48')",6.84
"('C54', 'C49')",28.59
"('C54', 'C50')",12.75
"('C54', 'C51')",8.94
"('C54', 'C52')",4.36
"('C54', 'C53')",2.87
"('C54', 'C54')",0.0
"('C54', 'C55')",13.87
"('C54', 'C56')",5.99
"('C54', 'C57')",15.07
"('C54', 'C58')",26.14
"('C54', 'C59')",4.62
"('C54', 'C60')",11.42
"('C54', 'C61')",30.13
"('C54', 'C62')",18.05
"('C54', 'C63')",16.88
"('C54', 'C64')",15.37
"('C54', 'C65')",13.91
"('C54', 'C66')",23.89
"('C54', 'C67')",24.47
"('C54', 'C68')",3.86
"('C54', 'C69')",15.24
"('C54', 'C70')",4.99
"('C54', 'C71')",27.84
"('C54', 'C72')",13.1
"('C54', 'C73')",4.73
"('C54', 'C74')",20.17
"('C54', 'C75')",19.08
"('C54', 'C76')",13.54
"('C54', 'C77')",34.01
"('C54', 'C78')",19.75
"('C54', 'C79')",3.61
"('C54', 'C80')",1.81
"('C54', 'C81')",15.51
"('C54', 'C82')",15.42
"('C54', 'C83')",2.42
"('C54', 'C84')",7.94
"('C54', 'C85')",10.91
"('C54', 'C86')",7.49
"('C54', 'C87')",18.23
"('C54', 'C88')",7.3
"('C55', 'C39')",7.2
"('C55', 'C40')",9.62
"('C55', 'C41')",15.93
"('C55', 'C42')",9.47
"('C55', 'C43')",11.42
"('C55', 'C44')",5.73
"('C55', 'C45')",7.96
"('C55', 'C46')",11.9
"('C55', 'C47')",20.56
"('C55', 'C48')",5.52
"('C55', 'C49')",18.55
"('C55', 'C50')",10.36
"('C55', 'C51')",7.99
"('C55', 'C52')",16.84
"('C55', 'C53')",16.1
"('C55', 'C54')",13.9
"('C55', 'C55')",0.0
"('C55', 'C56')",8.11
"('C55', 'C57')",8.89
"('C55', 'C58')",17.59
"('C55', 'C59')",9.11
"('C55', 'C60')",11.08
"('C55', 'C61')",20.09
"('C55', 'C62')",6.55
"('C55', 'C63')",17.72
"('C55', 'C64')",7.53
"('C55', 'C65')",11.61
"('C55', 'C66')",19.62
"('C55', 'C67')",14.29
"('C55', 'C68')",11.69
"('C55', 'C69')",14.08
"('C55', 'C70')",12.52
"('C55', 'C71')",17.8
"('C55', 'C72')",16.53
"('C55', 'C73')",12.26
"('C55', 'C74')",14.74
"('C55', 'C75')",7.8
"('C55', 'C76')",13.2
"('C55', 'C77')",29.74
"('C55', 'C78')",9.46
"('C55', 'C79')",10.26
"('C55', 'C80')",13.99
"('C55', 'C81')",17.41
"('C55', 'C82')",16.46
"('C55', 'C83')",15.65
"('C55', 'C84')",9.77
"('C55', 'C85')",4.0
"('C55', 'C86')",19.89
"('C55', 'C87')",8.56
"('C55', 'C88')",10.9
"('C56', 'C39')",4.69
"('C56', 'C40')",11.62
"('C56', 'C41')",16.07
"('C56', 'C42')",12.98
"('C56', 'C43')",8.5
"('C56', 'C44')",10.82
"('C56', 'C45')",3.23
"('C56', 'C46')",10.03
"('C56', 'C47')",24.16
"('C56', 'C48')",3.31
"('C56', 'C49')",22.57
"('C56', 'C50')",7.44
"('C56', 'C51')",6.72
"('C56', 'C52')",10.09
"('C56', 'C53')",9.35
"('C56', 'C54')",7.16
"('C56', 'C55')",7.84
"('C56', 'C56')",0.0
"('C56', 'C57')",9.04
"('C56', 'C58')",21.75
"('C56', 'C59')",2.15
"('C56', 'C60')",9.2
"('C56', 'C61')",24.11
"('C56', 'C62')",12.25
"('C56', 'C63')",19.26
"('C56', 'C64')",12.03
"('C56', 'C65')",11.69
"('C56', 'C66')",23.22
"('C56', 'C67')",18.44
"('C56', 'C68')",6.39
"('C56', 'C69')",14.23
"('C56', 'C70')",7.23
"('C56', 'C71')",21.82
"('C56', 'C72')",16.68
"('C56', 'C73')",6.4
"('C56', 'C74')",19.5
"('C56', 'C75')",13.05
"('C56', 'C76')",11.32
"('C56', 'C77')",33.34
"('C56', 'C78')",13.72
"('C56', 'C79')",4.97
"('C56', 'C80')",7.25
"('C56', 'C81')",17.56
"('C56', 'C82')",16.6
"('C56', 'C83')",8.9
"('C56', 'C84')",6.85
"('C56', 'C85')",3.89
"('C56', 'C86')",13.15
"('C56', 'C87')",13.05
"('C56', 'C88')",11.14
"('C57', 'C39')",4.95
"('C57', 'C40')",6.91
"('C57', 'C41')",13.74
"('C57', 'C42')",16.15
"('C57', 'C43')",8.34
"('C57', 'C44')",4.76
"('C57', 'C45')",8.44
"('C57', 'C46')",15.26
"('C57', 'C47')",17.85
"('C57', 'C48')",7.69
"('C57', 'C49')",15.84
"('C57', 'C50')",6.38
"('C57', 'C51')",11.95
"('C57', 'C52')",17.43
"('C57', 'C53')",16.69
"('C57', 'C54')",14.49
"('C57', 'C55')",7.35
"('C57', 'C56')",9.87
"('C57', 'C57')",0.0
"('C57', 'C58')",14.88
"('C57', 'C59')",10.88
"('C57', 'C60')",14.44
"('C57', 'C61')",17.38
"('C57', 'C62')",6.2
"('C57', 'C63')",15.01
"('C57', 'C64')",14.21
"('C57', 'C65')",16.92
"('C57', 'C66')",16.91
"('C57', 'C67')",11.58
"('C57', 'C68')",14.0
"('C57', 'C69')",10.79
"('C57', 'C70')",14.83
"('C57', 'C71')",15.09
"('C57', 'C72')",13.24
"('C57', 'C73')",12.85
"('C57', 'C74')",12.03
"('C57', 'C75')",12.28
"('C57', 'C76')",16.56
"('C57', 'C77')",27.03
"('C57', 'C78')",6.75
"('C57', 'C79')",12.57
"('C57', 'C80')",14.59
"('C57', 'C81')",15.23
"('C57', 'C82')",14.27
"('C57', 'C83')",16.24
"('C57', 'C84')",8.51
"('C57', 'C85')",5.76
"('C57', 'C86')",20.49
"('C57', 'C87')",15.24
"('C57', 'C88')",16.38
"('C58', 'C39')",17.78
"('C58', 'C40')",11.76
"('C58', 'C41')",12.08
"('C58', 'C42')",25.96
"('C58', 'C43')",17.07
"('C58', 'C44')",13.5
"('C58', 'C45')",22.64
"('C58', 'C46')",29.47
"('C58', 'C47')",7.32
"('C58', 'C48')",21.9
"('C58', 'C49')",7.74
"('C58', 'C50')",16.79
"('C58', 'C51')",26.16
"('C58', 'C52')",29.99
"('C58', 'C53')",29.25
"('C58', 'C54')",27.05
"('C58', 'C55')",16.9
"('C58', 'C56')",22.1
"('C58', 'C57')",16.88
"('C58', 'C58')",0.0
"('C58', 'C59')",22.9
"('C58', 'C60')",28.64
"('C58', 'C61')",5.9
"('C58', 'C62')",14.07
"('C58', 'C63')",12.22
"('C58', 'C64')",24.02
"('C58', 'C65')",28.1
"('C58', 'C66')",3.76
"('C58', 'C67')",6.98
"('C58', 'C68')",28.95
"('C58', 'C69')",14.59
"('C58', 'C70')",29.31
"('C58', 'C71')",10.12
"('C58', 'C72')",17.04
"('C58', 'C73')",25.41
"('C58', 'C74')",7.43
"('C58', 'C75')",22.34
"('C58', 'C76')",30.76
"('C58', 'C77')",14.13
"('C58', 'C78')",10.22
"('C58', 'C79')",26.43
"('C58', 'C80')",27.14
"('C58', 'C81')",13.57
"('C58', 'C82')",12.61
"('C58', 'C83')",28.79
"('C58', 'C84')",20.07
"('C58', 'C85')",18.0
"('C58', 'C86')",33.04
"('C58', 'C87')",25.04
"('C58', 'C88')",30.58
"('C59', 'C39')",6.43
"('C59', 'C40')",13.36
"('C59', 'C41')",13.65
"('C59', 'C42')",13.05
"('C59', 'C43')",7.34
"('C59', 'C44')",12.56
"('C59', 'C45')",5.31
"('C59', 'C46')",10.09
"('C59', 'C47')",20.63
"('C59', 'C48')",4.68
"('C59', 'C49')",24.31
"('C59', 'C50')",8.54
"('C59', 'C51')",6.78
"('C59', 'C52')",8.11
"('C59', 'C53')",7.37
"('C59', 'C54')",5.17
"('C59', 'C55')",9.58
"('C59', 'C56')",2.38
"('C59', 'C57')",10.78
"('C59', 'C58')",21.93
"('C59', 'C59')",0.0
"('C59', 'C60')",9.27
"('C59', 'C61')",25.85
"('C59', 'C62')",14.0
"('C59', 'C63')",15.72
"('C59', 'C64')",13.22
"('C59', 'C65')",11.75
"('C59', 'C66')",19.69
"('C59', 'C67')",16.37
"('C59', 'C68')",6.82
"('C59', 'C69')",11.03
"('C59', 'C70')",7.17
"('C59', 'C71')",23.56
"('C59', 'C72')",11.9
"('C59', 'C73')",4.93
"('C59', 'C74')",15.96
"('C59', 'C75')",14.79
"('C59', 'C76')",11.39
"('C59', 'C77')",29.81
"('C59', 'C78')",15.46
"('C59', 'C79')",4.3
"('C59', 'C80')",5.26
"('C59', 'C81')",15.14
"('C59', 'C82')",14.18
"('C59', 'C83')",6.91
"('C59', 'C84')",6.18
"('C59', 'C85')",6.63
"('C59', 'C86')",11.16
"('C59', 'C87')",16.08
"('C59', 'C88')",8.31
"('C60', 'C39')",13.99
"('C60', 'C40')",18.52
"('C60', 'C41')",22.2
"('C60', 'C42')",7.3
"('C60', 'C43')",16.01
"('C60', 'C44')",16.55
"('C60', 'C45')",6.59
"('C60', 'C46')",2.0
"('C60', 'C47')",29.46
"('C60', 'C48')",7.02
"('C60', 'C49')",27.44
"('C60', 'C50')",16.61
"('C60', 'C51')",4.29
"('C60', 'C52')",14.88
"('C60', 'C53')",14.14
"('C60', 'C54')",11.68
"('C60', 'C55')",12.19
"('C60', 'C56')",9.05
"('C60', 'C57')",15.17
"('C60', 'C58')",26.49
"('C60', 'C59')",9.44
"('C60', 'C60')",0.0
"('C60', 'C61')",28.98
"('C60', 'C62')",17.37
"('C60', 'C63')",25.38
"('C60', 'C64')",7.47
"('C60', 'C65')",6.0
"('C60', 'C66')",28.52
"('C60', 'C67')",23.18
"('C60', 'C68')",8.43
"('C60', 'C69')",20.35
"('C60', 'C70')",8.47
"('C60', 'C71')",26.69
"('C60', 'C72')",22.8
"('C60', 'C73')",13.6
"('C60', 'C74')",23.63
"('C60', 'C75')",18.3
"('C60', 'C76')",5.64
"('C60', 'C77')",38.64
"('C60', 'C78')",18.35
"('C60', 'C79')",8.41
"('C60', 'C80')",12.04
"('C60', 'C81')",23.68
"('C60', 'C82')",22.73
"('C60', 'C83')",13.69
"('C60', 'C84')",16.57
"('C60', 'C85')",10.78
"('C60', 'C86')",16.56
"('C60', 'C87')",12.75
"('C60', 'C88')",4.41
"('C61', 'C39')",17.23
"('C61', 'C40')",11.4
"('C61', 'C41')",12.72
"('C61', 'C42')",22.84
"('C61', 'C43')",16.71
"('C61', 'C44')",12.13
"('C61', 'C45')",22.28
"('C61', 'C46')",29.11
"('C61', 'C47')",11.99
"('C61', 'C48')",21.54
"('C61', 'C49')",1.97
"('C61', 'C50')",16.43
"('C61', 'C51')",25.8
"('C61', 'C52')",29.63
"('C61', 'C53')",28.89
"('C61', 'C54')",26.69
"('C61', 'C55')",15.61
"('C61', 'C56')",23.45
"('C61', 'C57')",16.52
"('C61', 'C58')",5.93
"('C61', 'C59')",22.54
"('C61', 'C60')",28.28
"('C61', 'C61')",0.0
"('C61', 'C62')",10.45
"('C61', 'C63')",12.86
"('C61', 'C64')",20.9
"('C61', 'C65')",24.98
"('C61', 'C66')",9.4
"('C61', 'C67')",8.9
"('C61', 'C68')",28.59
"('C61', 'C69')",14.24
"('C61', 'C70')",28.95
"('C61', 'C71')",4.35
"('C61', 'C72')",16.68
"('C61', 'C73')",25.05
"('C61', 'C74')",9.35
"('C61', 'C75')",18.73
"('C61', 'C76')",25.3
"('C61', 'C77')",19.16
"('C61', 'C78')",9.73
"('C61', 'C79')",26.07
"('C61', 'C80')",26.79
"('C61', 'C81')",14.21
"('C61', 'C82')",13.25
"('C61', 'C83')",28.44
"('C61', 'C84')",19.71
"('C61', 'C85')",18.68
"('C61', 'C86')",32.69
"('C61', 'C87')",21.92
"('C61', 'C88')",30.23
