origen,destino,distancia_km
C4,C69,9.73
C4,C70,26.39
C4,C71,15.63
C4,C72,8.47
C4,C73,22.48
C4,C74,6.8
C4,C75,23.36
C4,C76,30.65
C4,C77,13.54
C4,C78,11.25
C4,C79,23.51
C4,C80,24.22
C4,C81,6.07
C4,C82,7.67
C4,C83,25.87
C4,C84,16.42
C4,C85,19.02
C4,C86,30.12
C4,C87,26.06
C4,C88,27.52
C4,C89,23.72
C4,C90,10.75
C5,C57,28.35
C5,C58,11.62
C5,C59,29.11
C5,C60,37.66
C5,C61,13.01
C5,C62,25.54
C5,C63,18.35
C5,C64,35.49
C5,C65,40.14
C5,C66,11.42
C5,C67,14.94
C5,C68,35.16
C5,C69,18.86
C5,C70,35.51
C5,C71,17.23
C5,C72,20.84
C5,C73,31.61
C5,C74,15.93
C5,C75,33.81
C5,C76,39.78
C5,C77,3.46
C5,C78,21.69
C5,C79,32.64
C5,C80,33.35
C5,C81,21.01
C5,C82,20.05
C5,C83,35.0
C5,C84,25.55
C5,C85,29.47
C5,C86,39.25
C5,C87,36.51
C5,C88,36.65
C5,C89,32.85
C5,C90,19.88
C6,C57,22.25
C6,C58,5.51
C6,C59,23.01
C6,C60,31.56
C6,C61,10.78
C6,C62,19.44
C6,C63,12.25
C6,C64,29.39
C6,C65,34.04
C6,C66,5.32
C6,C67,8.84
C6,C68,29.05
C6,C69,12.76
C6,C70,29.41
C6,C71,15.0
C6,C72,14.74
C6,C73,25.51
C6,C74,9.83
C6,C75,27.71
C6,C76,33.68
C6,C77,13.5
C6,C78,15.59
C6,C79,26.54
C6,C80,27.25
C6,C81,14.91
C6,C82,13.95
C6,C83,28.9
C6,C84,19.45
C6,C85,23.37
C6,C86,33.15
C6,C87,30.41
C6,C88,30.55
C6,C89,26.75
C6,C90,13.78
C7,C57,13.72
C7,C58,8.0
C7,C59,19.75
C7,C60,25.48
C7,C61,7.42
C7,C62,10.91
C7,C63,6.2
C7,C64,20.87
C7,C65,24.94
C7,C66,5.75
C7,C67,1.97
C7,C68,25.8
C7,C69,6.62
C7,C70,26.15
C7,C71,14.2
C7,C72,8.88
C7,C73,22.25
C7,C74,2.17
C7,C75,19.18
C7,C76,27.61
C7,C77,15.87
C7,C78,7.07
C7,C79,23.28
C7,C80,23.99
C7,C81,9.04
C7,C82,8.09
C7,C83,25.64
C7,C84,16.91
C7,C85,14.84
C7,C86,29.89
C7,C87,21.89
C7,C88,27.43
C7,C89,23.49
C7,C90,7.92
C8,C57,20.06
C8,C58,31.82
C8,C59,13.35
C8,C60,7.95
C8,C61,34.32
C8,C62,22.71
C8,C63,30.27
C8,C64,14.98
C8,C65,13.52
C8,C66,33.85
C8,C67,28.52
C8,C68,9.46
C8,C69,25.25
C8,C70,8.35
C8,C71,32.03
C8,C72,27.69
C8,C73,17.61
C8,C74,28.97
C8,C75,23.64
C8,C76,13.15
C8,C77,43.97
C8,C78,23.69
C8,C79,9.16
C8,C80,14.75
C8,C81,28.58
C8,C82,27.62
C8,C83,14.19
C8,C84,18.75
C8,C85,15.67
C8,C86,19.63
C8,C87,19.46
C8,C88,5.19
C8,C89,18.85
C8,C90,22.22
C9,C57,12.58
C9,C58,8.57
C9,C59,18.6
C9,C60,24.33
C9,C61,4.6
C9,C62,6.51
C9,C63,10.18
C9,C64,16.95
C9,C65,21.03
C9,C66,12.08
C9,C67,6.66
C9,C68,24.65
C9,C69,10.29
C9,C70,25.0
C9,C71,6.18
C9,C72,12.74
C9,C73,21.1
C9,C74,7.11
C9,C75,14.78
C9,C76,21.35
C9,C77,22.2
C9,C78,5.79
C9,C79,22.13
C9,C80,22.84
C9,C81,11.51
C9,C82,10.55
C9,C83,24.49
C9,C84,15.77
C9,C85,15.66
C9,C86,28.74
C9,C87,17.97
C9,C88,26.28
C9,C89,22.34
C9,C90,10.54
C10,C57,8.12
C10,C58,13.17
C10,C59,11.33
C10,C60,19.88
C10,C61,16.03
C10,C62,10.45
C10,C63,7.19
C10,C64,21.16
C10,C65,22.37
C10,C66,10.92
C10,C67,7.61
C10,C68,17.38
C10,C69,2.25
C10,C70,17.74
C10,C71,13.74
C10,C72,3.41
C10,C73,10.16
C10,C74,7.2
C10,C75,18.72
C10,C76,22.01
C10,C77,21.04
C10,C78,6.52
C10,C79,14.86
C10,C80,15.57
C10,C81,5.82
C10,C82,5.42
C10,C83,17.22
C10,C84,5.99
C10,C85,11.88
C10,C86,21.47
C10,C87,22.18
C10,C88,18.87
C10,C89,11.4
C10,C90,0.21
C11,C57,10.69
C11,C58,19.14
C11,C59,13.47
C11,C60,17.0
C11,C61,18.52
C11,C62,6.43
C11,C63,19.27
C11,C64,11.79
C11,C65,15.87
C11,C66,21.17
C11,C67,15.84
C11,C68,17.59
C11,C69,15.05
C11,C70,18.43
C11,C71,16.23
C11,C72,17.5
C11,C73,16.62
C11,C74,16.29
C11,C75,3.49
C11,C76,16.19
C11,C77,31.29
C11,C78,8.3
C11,C79,16.17
C11,C80,18.35
C11,C81,19.49
C11,C82,18.53
C11,C83,20.0
C11,C84,14.13
C11,C85,8.36
C11,C86,24.25
C11,C87,12.81
C11,C88,16.82
C11,C89,17.86
C11,C90,15.31
C12,C57,11.5
C12,C58,13.93
C12,C59,12.54
C12,C60,21.09
C12,C61,18.61
C12,C62,13.03
C12,C63,4.75
C12,C64,22.37
C12,C65,23.58
C12,C66,11.69
C12,C67,8.38
C12,C68,16.82
C12,C69,4.83
C12,C70,17.83
C12,C71,16.32
C12,C72,1.59
C12,C73,11.2
C12,C74,7.97
C12,C75,21.3
C12,C76,23.22
C12,C77,21.81
C12,C78,9.1
C12,C79,16.07
C12,C80,13.61
C12,C81,3.38
C12,C82,3.29
C12,C83,15.26
C12,C84,7.02
C12,C85,13.09
C12,C86,19.51
C12,C87,23.39
C12,C88,20.08
C12,C89,12.44
C12,C90,3.16
C13,C57,12.44
C13,C58,21.14
C13,C59,11.8
C13,C60,8.95
C13,C61,23.63
C13,C62,8.87
C13,C63,21.27
C13,C64,3.77
C13,C65,7.84
C13,C66,23.17
C13,C67,17.84
C13,C68,14.19
C13,C69,17.63
C13,C70,14.23
C13,C71,21.34
C13,C72,20.08
C13,C73,15.07
C13,C74,18.29
C13,C75,10.11
C13,C76,8.17
C13,C77,33.29
C13,C78,10.74
C13,C79,14.18
C13,C80,16.8
C13,C81,20.96
C13,C82,20.0
C13,C83,18.45
C13,C84,13.32
C13,C85,7.55
C13,C86,22.7
C13,C87,4.79
C13,C88,11.31
C13,C89,16.31
C13,C90,17.88
C14,C57,9.46
C14,C58,13.46
C14,C59,10.99
C14,C60,19.54
C14,C61,16.87
C14,C62,11.29
C14,C63,7.14
C14,C64,20.81
C14,C65,22.03
C14,C66,11.22
C14,C67,7.9
C14,C68,17.04
C14,C69,3.09
C14,C70,16.77
C14,C71,14.58
C14,C72,3.36
C14,C73,10.14
C14,C74,7.5
C14,C75,19.56
C14,C76,21.66
C14,C77,21.34
C14,C78,7.36
C14,C79,14.52
C14,C80,12.55
C14,C81,5.77
C14,C82,5.69
C14,C83,14.2
C14,C84,5.96
C14,C85,11.53
C14,C86,18.45
C14,C87,21.83
C14,C88,18.53
C14,C89,11.38
C14,C90,1.43
C15,C57,8.74
C15,C58,19.86
C15,C59,4.5
C15,C60,13.05
C15,C61,22.53
C15,C62,12.26
C15,C63,13.65
C15,C64,14.94
C15,C65,15.54
C15,C66,17.61
C15,C67,14.3
C15,C68,9.17
C15,C69,8.96
C15,C70,12.0
C15,C71,20.24
C15,C72,9.83
C15,C73,6.04
C15,C74,13.89
C15,C75,13.83
C15,C76,15.17
C15,C77,27.73
C15,C78,13.02
C15,C79,8.03
C15,C80,7.78
C15,C81,13.07
C15,C82,12.11
C15,C83,9.43
C15,C84,4.1
C15,C85,5.66
C15,C86,13.68
C15,C87,15.96
C15,C88,11.26
C15,C89,7.28
C15,C90,7.58
C16,C57,10.32
C16,C58,20.6
C16,C59,9.2
C16,C60,6.43
C16,C61,23.09
C16,C62,11.49
C16,C63,20.53
C16,C64,10.31
C16,C65,8.91
C16,C66,22.63
C16,C67,17.3
C16,C68,7.09
C16,C69,15.5
C16,C70,9.18
C16,C71,20.81
C16,C72,17.95
C16,C73,12.46
C16,C74,17.75
C16,C75,12.42
C16,C76,8.55
C16,C77,32.75
C16,C78,12.47
C16,C79,5.67
C16,C80,9.3
C16,C81,18.83
C16,C82,17.88
C16,C83,10.95
C16,C84,10.68
C16,C85,5.93
C16,C86,15.2
C16,C87,11.33
C16,C88,6.26
C16,C89,13.7
C16,C90,15.76
C17,C57,11.83
C17,C58,22.38
C17,C59,10.71
C17,C60,10.41
C17,C61,24.87
C17,C62,7.9
C17,C63,22.04
C17,C64,5.96
C17,C65,10.04
C17,C66,24.41
C17,C67,19.08
C17,C68,14.51
C17,C69,17.01
C17,C70,15.35
C17,C71,22.59
C17,C72,19.46
C17,C73,13.97
C17,C74,19.53
C17,C75,9.14
C17,C76,10.36
C17,C77,34.53
C17,C78,14.25
C17,C79,13.09
C17,C80,15.71
C17,C81,20.34
C17,C82,19.39
C17,C83,17.36
C17,C84,12.19
C17,C85,7.44
C17,C86,21.61
C17,C87,6.98
C17,C88,12.18
C17,C89,15.21
C17,C90,17.27
C18,C57,10.19
C18,C58,22.83
C18,C59,4.54
C18,C60,5.57
C18,C61,25.32
C18,C62,13.72
C18,C63,20.4
C18,C64,9.52
C18,C65,8.05
C18,C66,24.37
C18,C67,19.53
C18,C68,4.93
C18,C69,15.38
C18,C70,5.77
C18,C71,23.03
C18,C72,17.82
C18,C73,8.7
C18,C74,19.98
C18,C75,14.65
C18,C76,7.69
C18,C77,34.49
C18,C78,14.7
C18,C79,3.51
C18,C80,7.14
C18,C81,18.71
C18,C82,17.75
C18,C83,8.79
C18,C84,10.95
C18,C85,5.8
C18,C86,13.04
C18,C87,12.38
C18,C88,7.51
C18,C89,9.94
C18,C90,15.63
C19,C57,14.54
C19,C58,25.1
C19,C59,12.41
C19,C60,6.66
C19,C61,27.59
C19,C62,11.72
C19,C63,24.75
C19,C64,0.96
C19,C65,3.07
C19,C66,27.13
C19,C67,21.79
C19,C68,12.8
C19,C69,19.73
C19,C70,12.95
C19,C71,25.3
C19,C72,22.17
C19,C73,16.68
C19,C74,22.24
C19,C75,12.96
C19,C76,3.39
C19,C77,37.25
C19,C78,16.96
C19,C79,11.37
C19,C80,15.0
C19,C81,23.06
C19,C82,22.1
C19,C83,16.65
C19,C84,14.91
C19,C85,10.15
C19,C86,20.9
C19,C87,6.86
C19,C88,10.03
C19,C89,17.93
C19,C90,19.98
C20,C57,10.14
C20,C58,11.72
C20,C59,13.62
C20,C60,22.17
C20,C61,12.49
C20,C62,11.63
C20,C63,4.47
C20,C64,23.44
C20,C65,24.66
C20,C66,9.47
C20,C67,6.16
C20,C68,19.67
C20,C69,3.37
C20,C70,20.03
C20,C71,14.91
C20,C72,2.59
C20,C73,16.13
C20,C74,5.75
C20,C75,19.9
C20,C76,24.29
C20,C77,19.59
C20,C78,7.69
C20,C79,17.15
C20,C80,17.86
C20,C81,3.1
C20,C82,2.14
C20,C83,19.51
C20,C84,9.3
C20,C85,14.17
C20,C86,23.76
C20,C87,24.47
C20,C88,21.16
C20,C89,17.37
C20,C90,4.7
C21,C57,11.05
C21,C58,8.88
C21,C59,17.08
C21,C60,22.81
C21,C61,6.59
C21,C62,5.23
C21,C63,9.96
C21,C64,15.67
C21,C65,19.75
C21,C66,11.86
C21,C67,6.44
C21,C68,23.13
C21,C69,8.77
C21,C70,23.48
C21,C71,7.34
C21,C72,11.21
C21,C73,19.58
C21,C74,6.89
C21,C75,13.5
C21,C76,20.07
C21,C77,21.98
C21,C78,4.27
C21,C79,20.61
C21,C80,21.32
C21,C81,13.21
C21,C82,12.25
C21,C83,22.97
C21,C84,14.24
C21,C85,14.14
C21,C86,27.22
C21,C87,16.69
C21,C88,24.76
C21,C89,20.82
C21,C90,9.02
C22,C57,11.58
C22,C58,25.27
C22,C59,4.34
C22,C60,8.01
C22,C61,26.65
C22,C62,16.16
C22,C63,21.8
C22,C64,11.96
C22,C65,10.49
C22,C66,25.76
C22,C67,21.97
C22,C68,2.98
C22,C69,16.77
C22,C70,3.81
C22,C71,24.36
C22,C72,19.22
C22,C73,8.51
C22,C74,22.42
C22,C75,17.08
C22,C76,10.13
C22,C77,35.88
C22,C78,17.14
C22,C79,1.82
C22,C80,6.69
C22,C81,20.1
C22,C82,19.14
C22,C83,7.48
C22,C84,9.75
C22,C85,7.2
C22,C86,11.9
C22,C87,14.82
C22,C88,3.96
C22,C89,9.75
C22,C90,13.22
C57,CD1,14.36
C57,CD2,20.37
C57,CD3,21.35
C57,CD4,10.78
C57,CD5,8.53
C57,CD6,4.96
C57,CD7,6.77
C57,CD8,5.01
C57,CD9,12.89
C57,CD10,18.06
C57,CD11,1.75
C57,CD12,12.37
C57,C1,9.84
C57,C2,19.65
C57,C3,9.05
C57,C4,17.23
C57,C5,27.45
C57,C6,22.78
C57,C7,11.17
C57,C8,21.64
C57,C9,11.85
C57,C10,11.26
C57,C11,9.11
C57,C12,13.57
C57,C13,10.44
C57,C14,11.98
C57,C15,9.6
C57,C16,9.9
C57,C17,9.44
C57,C18,9.36
C57,C19,14.65
C57,C20,13.38
C57,C21,10.33
C57,C22,11.03
C58,CD1,3.17
C58,CD2,32.92
C58,CD3,8.45
C58,CD4,6.18
C58,CD5,20.88
C58,CD6,16.97
C58,CD7,21.03
C58,CD8,13.64
C58,CD9,6.9
C58,CD10,30.61
C58,CD11,13.56
C58,CD12,26.23
C58,C1,18.97
C58,C2,7.6
C58,C3,19.72
C58,C4,6.96
C58,C5,14.55
C58,C6,9.87
C58,C7,5.19
C58,C8,31.25
C58,C9,9.51
C58,C10,15.06
C58,C11,18.25
C58,C12,17.38
C58,C13,20.77
C58,C14,15.79
C58,C15,22.1
C58,C16,20.58
C58,C17,23.19
C58,C18,23.57
C58,C19,24.46
C58,C20,11.72
C58,C21,12.6
C58,C22,26.14
C59,CD1,22.97
C59,CD2,11.13
C59,CD3,24.12
C59,CD4,19.39
C59,CD5,6.31
C59,CD6,8.38
C59,CD7,4.43
C59,CD8,14.31
C59,CD9,21.5
C59,CD10,8.82
C59,CD11,10.54
C59,CD12,4.09
C59,C1,13.13
C59,C2,22.43
C59,C3,8.14
C59,C4,20.0
C59,C5,30.23
C59,C6,25.55
C59,C7,19.78
C59,C8,13.57
C59,C9,20.46
C59,C10,9.44
C59,C11,12.92
C59,C12,11.88
C59,C13,9.94
C59,C14,10.7
C59,C15,2.07
C59,C16,6.84
C59,C17,8.94
C59,C18,3.85
C59,C19,12.01
C59,C20,13.29
C59,C21,18.8
C59,C22,4.01
C60,CD1,25.96
C60,CD2,15.1
C60,CD3,32.95
C60,CD4,22.38
C60,CD5,6.26
C60,CD6,11.59
C60,CD7,13.86
C60,CD8,16.61
C60,CD9,24.5
C60,CD10,10.69
C60,CD11,15.24
C60,CD12,8.2
C60,C1,16.64
C60,C2,31.26
C60,C3,8.1
C60,C4,28.83
C60,C5,39.06
C60,C6,34.38
C60,C7,22.77
C60,C8,8.2
C60,C9,23.45
C60,C10,20.82
C60,C11,16.43
C60,C12,23.14
C60,C13,9.05
C60,C14,21.55
C60,C15,10.74
C60,C16,6.29
C60,C17,11.42
C60,C18,5.83
C60,C19,6.26
C60,C20,21.83
C60,C21,21.93
C60,C22,7.09
C61,CD1,2.95
C61,CD2,32.57
C61,CD3,13.48
C61,CD4,8.11
C61,CD5,21.56
C61,CD6,17.65
C61,CD7,20.67
C61,CD8,11.9
C61,CD9,3.57
C61,CD10,30.26
C61,CD11,14.24
C61,CD12,25.87
C61,C1,15.36
C61,C2,13.24
C61,C3,20.41
C61,C4,11.64
C61,C5,13.01
C61,C6,14.91
C61,C7,8.49
C61,C8,35.48
C61,C9,4.66
C61,C10,14.71
C61,C11,14.64
C61,C12,17.02
C61,C13,17.65
C61,C14,15.43
C61,C15,21.74
C61,C16,21.26
C61,C17,23.29
C61,C18,23.21
C61,C19,21.34
C61,C20,12.36
C61,C21,7.33
C61,C22,25.78
C62,CD1,15.74
C62,CD2,23.42
C62,CD3,22.73
C62,CD4,12.16
C62,CD5,11.52
C62,CD6,7.42
C62,CD7,9.81
C62,CD8,4.45
C62,CD9,14.28
C62,CD10,21.11
C62,CD11,5.52
C62,CD12,16.77
C62,C1,7.38
C62,C2,21.03
C62,C3,10.36
C62,C4,18.61
C62,C5,28.84
C62,C6,24.16
C62,C7,12.55
C62,C8,21.89
C62,C9,8.44
C62,C10,12.64
C62,C11,6.65
C62,C12,14.96
C62,C13,8.42
C62,C14,13.37
C62,C15,12.65
C62,C16,11.22
C62,C17,9.28
C62,C18,12.86
C62,C19,12.11
C62,C20,14.76
C62,C21,5.71
C62,C22,14.52
C63,CD1,13.87
C63,CD2,26.41
C63,CD3,13.04
C63,CD4,6.51
C63,CD5,22.2
C63,CD6,15.23
C63,CD7,14.51
C63,CD8,13.95
C63,CD9,10.7
C63,CD10,24.1
C63,CD11,13.02
C63,CD12,19.71
C63,C1,18.46
C63,C2,5.87
C63,C3,21.04
C63,C4,4.51
C63,C5,19.15
C63,C6,14.47
C63,C7,7.04
C63,C8,29.19
C63,C9,9.65
C63,C10,8.93
C63,C11,17.74
C63,C12,6.08
C63,C13,22.43
C63,C14,7.47
C63,C15,15.59
C63,C16,21.9
C63,C17,21.44
C63,C18,19.52
C63,C19,26.65
C63,C20,4.17
C63,C21,10.44
C63,C22,19.63
C64,CD1,25.2
C64,CD2,20.9
C64,CD3,32.19
C64,CD4,21.62
C64,CD5,8.09
C64,CD6,10.82
C64,CD7,12.83
C64,CD8,13.35
C64,CD9,23.73
C64,CD10,16.49
C64,CD11,15.23
C64,CD12,12.49
C64,C1,11.7
C64,C2,30.49
C64,C3,7.59
C64,C4,28.07
C64,C5,38.29
C64,C6,33.62
C64,C7,22.0
C64,C8,16.61
C64,C9,22.69
C64,C10,20.82
C64,C11,11.18
C64,C12,23.13
C64,C13,3.47
C64,C14,21.55
C64,C15,14.01
C64,C16,7.46
C64,C17,5.58
C64,C18,10.12
C64,C19,1.36
C64,C20,21.83
C64,C21,21.16
C64,C22,11.38
C65,CD1,26.87
C65,CD2,18.86
C65,CD3,33.86
C65,CD4,23.29
C65,CD5,8.5
C65,CD6,12.49
C65,CD7,14.5
C65,CD8,15.24
C65,CD9,25.4
C65,CD10,14.44
C65,CD11,16.91
C65,CD12,10.45
C65,C1,13.6
C65,C2,32.16
C65,C3,7.55
C65,C4,29.74
C65,C5,39.96
C65,C6,35.29
C65,C7,23.68
C65,C8,14.56
C65,C9,24.36
C65,C10,22.49
C65,C11,13.08
C65,C12,24.81
C65,C13,6.88
C65,C14,23.22
C65,C15,12.99
C65,C16,8.53
C65,C17,7.25
C65,C18,8.07
C65,C19,2.95
C65,C20,23.5
C65,C21,22.84
C65,C22,9.33
C66,CD1,6.39
C66,CD2,31.13
C66,CD3,6.35
C66,CD4,7.77
C66,CD5,24.1
C66,CD6,20.19
C66,CD7,19.23
C66,CD8,16.87
C66,CD9,10.12
C66,CD10,28.82
C66,CD11,16.78
C66,CD12,24.43
C66,C1,22.2
C66,C2,4.16
C66,C3,22.95
C66,C4,2.22
C66,C5,12.45
C66,C6,7.77
C66,C7,6.78
C66,C8,34.47
C66,C9,12.73
C66,C10,12.1
C66,C11,21.47
C66,C12,13.56
C66,C13,23.99
C66,C14,12.82
C66,C15,20.31
C66,C16,23.8
C66,C17,26.42
C66,C18,26.79
C66,C19,27.68
C66,C20,11.16
C66,C21,15.82
C66,C22,24.35
C67,CD1,6.85
C67,CD2,26.3
C67,CD3,9.97
C67,CD4,1.93
C67,CD5,16.61
C67,CD6,13.04
C67,CD7,14.4
C67,CD8,11.59
C67,CD9,7.61
C67,CD10,23.99
C67,CD11,11.5
C67,CD12,19.6
C67,C1,15.38
C67,C2,8.28
C67,C3,17.13
C67,C4,5.85
C67,C5,16.08
C67,C6,11.4
C67,C7,2.35
C67,C8,29.07
C67,C9,6.57
C67,C10,7.26
C67,C11,14.65
C67,C12,8.72
C67,C13,17.66
C67,C14,7.99
C67,C15,15.47
C67,C16,17.99
C67,C17,17.53
C67,C18,19.41
C67,C19,21.35
C67,C20,6.32
C67,C21,7.35
C67,C22,19.51
C68,CD1,27.05
C68,CD2,6.12
C68,CD3,29.62
C68,CD4,23.47
C68,CD5,7.34
C68,CD6,12.67
C68,CD7,9.93
C68,CD8,17.7
C68,CD9,25.58
C68,CD10,3.81
C68,CD11,15.0
C68,CD12,2.07
C68,C1,17.72
C68,C2,27.92
C68,C3,9.18
C68,C4,25.5
C68,C5,35.73
C68,C6,31.05
C68,C7,23.85
C68,C8,9.32
C68,C9,24.54
C68,C10,14.94
C68,C11,17.52
C68,C12,17.38
C68,C13,13.5
C68,C14,16.2
C68,C15,7.57
C68,C16,7.88
C68,C17,12.51
C68,C18,4.89
C68,C19,13.05
C68,C20,18.79
C68,C21,23.01
C68,C22,3.23
C69,CD1,11.75
C69,CD2,20.67
C69,CD3,14.22
C69,CD4,5.64
C69,CD5,16.46
C69,CD6,12.94
C69,CD7,8.77
C69,CD8,9.45
C69,CD9,10.29
C69,CD10,18.36
C69,CD11,8.3
C69,CD12,13.97
C69,C1,13.96
C69,C2,12.53
C69,C3,15.3
C69,C4,10.1
C69,C5,20.33
C69,C6,15.65
C69,C7,6.06
C69,C8,23.45
C69,C9,9.24
C69,C10,2.89
C69,C11,13.23
C69,C12,5.2
C69,C13,16.69
C69,C14,3.61
C69,C15,9.85
C69,C16,16.16
C69,C17,15.7
C69,C18,13.78
C69,C19,20.91
C69,C20,3.64
C69,C21,7.58
C69,C22,13.89
C70,CD1,27.79
C70,CD2,5.33
C70,CD3,30.37
C70,CD4,24.22
C70,CD5,8.09
C70,CD6,13.42
C70,CD7,10.68
C70,CD8,18.44
C70,CD9,26.33
C70,CD10,3.02
C70,CD11,15.74
C70,CD12,2.82
C70,C1,18.47
C70,C2,28.67
C70,C3,9.93
C70,C4,26.25
C70,C5,36.47
C70,C6,31.8
C70,C7,24.6
C70,C8,9.47
C70,C9,25.28
C70,C10,15.68
C70,C11,18.26
C70,C12,18.13
C70,C13,14.25
C70,C14,16.94
C70,C15,8.32
C70,C16,8.63
C70,C17,13.25
C70,C18,5.64
C70,C19,13.79
C70,C20,19.53
C70,C21,23.76
C70,C22,3.77
C71,CD1,6.8
C71,CD2,31.13
C71,CD3,23.98
C71,CD4,13.41
C71,CD5,20.93
C71,CD6,17.36
C71,CD7,19.23
C71,CD8,10.84
C71,CD9,4.87
C71,CD10,28.82
C71,CD11,12.58
C71,CD12,24.43
C71,C1,14.21
C71,C2,22.28
C71,C3,21.45
C71,C4,19.86
C71,C5,16.85
C71,C6,25.41
C71,C7,13.8
C71,C8,34.05
C71,C9,6.03
C71,C10,13.27
C71,C11,13.48
C71,C12,15.58
C71,C13,16.49
C71,C14,13.99
C71,C15,20.31
C71,C16,22.31
C71,C17,21.85
C71,C18,21.77
C71,C19,20.18
C71,C20,15.39
C71,C21,6.86
C71,C22,24.34
C72,CD1,17.03
C72,CD2,19.82
C72,CD3,16.2
C72,CD4,9.84
C72,CD5,19.45
C72,CD6,15.94
C72,CD7,11.77
C72,CD8,13.87
C72,CD9,14.71
C72,CD10,17.51
C72,CD11,11.63
C72,CD12,16.97
C72,C1,18.38
C72,C2,14.5
C72,C3,18.3
C72,C4,12.08
C72,C5,22.3
C72,C6,17.63
C72,C7,10.2
C72,C8,26.44
C72,C9,13.66
C72,C10,3.9
C72,C11,17.66
C72,C12,2.46
C72,C13,19.69
C72,C14,3.55
C72,C15,12.84
C72,C16,19.15
C72,C17,18.69
C72,C18,16.78
C72,C19,23.91
C72,C20,2.44
C72,C21,12.0
C72,C22,16.88
C73,CD1,25.4
C73,CD2,10.79
C73,CD3,26.48
C73,CD4,21.82
C73,CD5,11.29
C73,CD6,10.81
C73,CD7,6.54
C73,CD8,15.25
C73,CD9,23.93
C73,CD10,8.48
C73,CD11,11.48
C73,CD12,9.02
C73,C1,15.56
C73,C2,24.78
C73,C3,13.17
C73,C4,22.35
C73,C5,32.58
C73,C6,27.9
C73,C7,22.21
C73,C8,16.92
C73,C9,22.89
C73,C10,11.79
C73,C11,15.36
C73,C12,12.29
C73,C13,14.56
C73,C14,11.09
C73,C15,4.51
C73,C16,11.83
C73,C17,13.56
C73,C18,8.83
C73,C19,16.99
C73,C20,15.64
C73,C21,21.23
C73,C22,8.94
C74,CD1,7.01
C74,CD2,25.4
C74,CD3,12.03
C74,CD4,2.62
C74,CD5,15.87
C74,CD6,12.3
C74,CD7,13.51
C74,CD8,10.06
C74,CD9,6.81
C74,CD10,23.09
C74,CD11,9.97
C74,CD12,18.71
C74,C1,14.57
C74,C2,10.34
C74,C3,16.39
C74,C4,7.91
C74,C5,18.14
C74,C6,13.46
C74,C7,3.04
C74,C8,28.98
C74,C9,5.76
C74,C10,7.26
C74,C11,13.85
C74,C12,8.71
C74,C13,17.78
C74,C14,7.98
C74,C15,14.58
C74,C16,17.25
C74,C17,16.78
C74,C18,18.52
C74,C19,22.0
C74,C20,6.15
C74,C21,6.55
C74,C22,18.62
C75,CD1,21.08
C75,CD2,24.94
C75,CD3,28.07
C75,CD4,17.5
C75,CD5,12.25
C75,CD6,7.73
C75,CD7,12.23
C75,CD8,10.12
C75,CD9,19.61
C75,CD10,22.63
C75,CD11,10.86
C75,CD12,16.77
C75,C1,2.27
C75,C2,26.37
C75,C3,11.1
C75,C4,23.95
C75,C5,34.17
C75,C6,29.5
C75,C7,17.89
C75,C8,22.63
C75,C9,13.96
C75,C10,17.98
C75,C11,3.6
C75,C12,20.29
C75,C13,9.35
C75,C14,18.7
C75,C15,14.24
C75,C16,11.96
C75,C17,10.21
C75,C18,13.77
C75,C19,13.04
C75,C20,20.1
C75,C21,13.93
C75,C22,15.43
C76,CD1,27.84
C76,CD2,18.49
C76,CD3,34.83
C76,CD4,24.26
C76,CD5,8.14
C76,CD6,13.46
C76,CD7,15.74
C76,CD8,18.49
C76,CD9,26.38
C76,CD10,14.08
C76,CD11,17.12
C76,CD12,10.08
C76,C1,14.04
C76,C2,33.13
C76,C3,7.19
C76,C4,30.71
C76,C5,40.94
C76,C6,36.26
C76,C7,24.65
C76,C8,14.2
C76,C9,25.33
C76,C10,22.7
C76,C11,13.52
C76,C12,25.02
C76,C13,7.33
C76,C14,23.43
C76,C15,12.62
C76,C16,8.17
C76,C17,7.7
C76,C18,7.7
C76,C19,3.4
C76,C20,23.71
C76,C21,23.81
C76,C22,8.97
C77,CD1,13.15
C77,CD2,38.12
C77,CD3,7.05
C77,CD4,15.01
C77,CD5,31.34
C77,CD6,27.43
C77,CD7,26.23
C77,CD8,24.11
C77,CD9,16.87
C77,CD10,35.81
C77,CD11,24.02
C77,CD12,31.43
C77,C1,29.44
C77,C2,14.26
C77,C3,30.19
C77,C4,13.04
C77,C5,3.47
C77,C6,6.29
C77,C7,14.02
C77,C8,40.9
C77,C9,19.98
C77,C10,19.09
C77,C11,28.71
C77,C12,20.55
C77,C13,31.24
C77,C14,19.82
C77,C15,27.3
C77,C16,31.05
C77,C17,33.66
C77,C18,31.24
C77,C19,34.93
C77,C20,18.15
C77,C21,23.06
C77,C22,31.34
C78,CD1,9.76
C78,CD2,24.01
C78,CD3,16.75
C78,CD4,6.18
C78,CD5,11.69
C78,CD6,7.78
C78,CD7,10.41
C78,CD8,3.31
C78,CD9,8.3
C78,CD10,21.7
C78,CD11,4.37
C78,CD12,17.77
C78,C1,8.31
C78,C2,15.05
C78,C3,10.54
C78,C4,12.63
C78,C5,22.86
C78,C6,18.18
C78,C7,6.57
C78,C8,22.06
C78,C9,5.06
C78,C10,6.61
C78,C11,7.58
C78,C12,8.92
