,Cost
"('C39', 'C83')",35505.891
"('C39', 'C84')",15008.895
"('C39', 'C85')",10612.35
"('C39', 'C86')",48392.316
"('C39', 'C87')",41842.98
"('C39', 'C88')",42873.894
"('C40', 'C39')",24317.442
"('C40', 'C40')",9999999.0
"('C40', 'C41')",20800.206
"('C40', 'C42')",58276.962
"('C40', 'C43')",19344.798
"('C40', 'C44')",16343.019
"('C40', 'C45')",34869.15
"('C40', 'C46')",55578.393
"('C40', 'C47')",41933.943
"('C40', 'C48')",32625.396
"('C40', 'C49')",33959.52
"('C40', 'C50')",14705.685
"('C40', 'C51')",45542.142
"('C40', 'C52')",58519.53
"('C40', 'C53')",56275.776
"('C40', 'C54')",49605.156
"('C40', 'C55')",31564.161
"('C40', 'C56')",39235.374
"('C40', 'C57')",17404.254
"('C40', 'C58')",31473.198
"('C40', 'C59')",37021.941
"('C40', 'C60')",53061.75
"('C40', 'C61')",38628.954
"('C40', 'C62')",21709.836
"('C40', 'C63')",27076.653
"('C40', 'C64')",52394.688
"('C40', 'C65')",60611.679
"('C40', 'C66')",39083.769
"('C40', 'C67')",21467.268
"('C40', 'C68')",55366.146
"('C40', 'C69')",11825.19
"('C40', 'C70')",56457.702
"('C40', 'C71')",31685.445
"('C40', 'C72')",19253.835
"('C40', 'C73')",44632.512
"('C40', 'C74')",22831.713
"('C40', 'C75')",46785.303
"('C40', 'C76')",59489.802
"('C40', 'C77')",69768.621
"('C40', 'C78')",7549.929
"('C40', 'C79')",47725.254
"('C40', 'C80')",49878.045
"('C40', 'C81')",25287.714
"('C40', 'C82')",22407.219
"('C40', 'C83')",54881.01
"('C40', 'C84')",28441.098
"('C40', 'C85')",26773.443
"('C40', 'C86')",67767.435
"('C40', 'C87')",55487.43
"('C40', 'C88')",58944.024
"('C41', 'C39')",37749.645
"('C41', 'C40')",18495.81
"('C41', 'C41')",9999999.0
"('C41', 'C42')",76621.167
"('C41', 'C43')",23256.207
"('C41', 'C44')",33868.557
"('C41', 'C45')",56548.665
"('C41', 'C46')",69374.448
"('C41', 'C47')",33353.1
"('C41', 'C48')",54274.59
"('C41', 'C49')",49271.625
"('C41', 'C50')",22407.219
"('C41', 'C51')",59338.197
"('C41', 'C52')",62430.939
"('C41', 'C53')",60187.185
"('C41', 'C54')",53516.565
"('C41', 'C55')",51576.021
"('C41', 'C56')",43692.561
"('C41', 'C57')",32534.433
"('C41', 'C58')",37294.83
"('C41', 'C59')",40933.35
"('C41', 'C60')",66888.126
"('C41', 'C61')",39659.868
"('C41', 'C62')",37021.941
"('C41', 'C63')",11158.128
"('C41', 'C64')",70738.893
"('C41', 'C65')",74407.734
"('C41', 'C66')",30502.926
"('C41', 'C67')",20466.675
"('C41', 'C68')",59277.555
"('C41', 'C69')",9854.325
"('C41', 'C70')",60369.111
"('C41', 'C71')",46997.55
"('C41', 'C72')",5609.385
"('C41', 'C73')",38628.954
"('C41', 'C74')",19223.514
"('C41', 'C75')",62097.408
"('C41', 'C76')",73316.178
"('C41', 'C77')",61187.778
"('C41', 'C78')",25105.788
"('C41', 'C79')",51636.663
"('C41', 'C80')",53789.454
"('C41', 'C81')",7004.151
"('C41', 'C82')",4093.335
"('C41', 'C83')",58822.74
"('C41', 'C84')",25985.097
"('C41', 'C85')",42601.005
"('C41', 'C86')",71709.165
"('C41', 'C87')",73831.635
"('C41', 'C88')",63825.705
"('C42', 'C39')",42691.968
"('C42', 'C40')",57215.727
"('C42', 'C41')",70708.572
"('C42', 'C42')",9999999.0
"('C42', 'C43')",55487.43
"('C42', 'C44')",41145.597
"('C42', 'C45')",31746.087
"('C42', 'C46')",18556.452
"('C42', 'C47')",90386.901
"('C42', 'C48')",25439.319
"('C42', 'C49')",84292.38
"('C42', 'C50')",52273.404
"('C42', 'C51')",24772.257
"('C42', 'C52')",56912.517
"('C42', 'C53')",54668.763
"('C42', 'C54')",47179.476
"('C42', 'C55')",28653.345
"('C42', 'C56')",39205.053
"('C42', 'C57')",49392.909
"('C42', 'C58')",81381.564
"('C42', 'C59')",40417.893
"('C42', 'C60')",22983.318
"('C42', 'C61')",88961.814
"('C42', 'C62')",43631.919
"('C42', 'C63')",80350.65
"('C42', 'C64')",7277.04
"('C42', 'C65')",11491.659
"('C42', 'C66')",87536.727
"('C42', 'C67')",71375.634
"('C42', 'C68')",41570.091
"('C42', 'C69')",65129.508
"('C42', 'C70')",42024.906
"('C42', 'C71')",82018.305
"('C42', 'C72')",72527.832
"('C42', 'C73')",53031.429
"('C42', 'C74')",72740.079
"('C42', 'C75')",47391.723
"('C42', 'C76')",12461.931
"('C42', 'C77')",118221.579
"('C42', 'C78')",56730.591
"('C42', 'C79')",37264.509
"('C42', 'C80')",48271.032
"('C42', 'C81')",75226.401
"('C42', 'C82')",72315.585
"('C42', 'C83')",53273.997
"('C42', 'C84')",50514.786
"('C42', 'C85')",36081.99
"('C42', 'C86')",66160.422
"('C42', 'C87')",24711.615
"('C42', 'C88')",33171.174
"('C43', 'C39')",8762.769
"('C43', 'C40')",16676.55
"('C43', 'C41')",25075.467
"('C43', 'C42')",51454.737
"('C43', 'C43')",9999999.0
"('C43', 'C44')",18738.378
"('C43', 'C45')",31382.235
"('C43', 'C46')",50454.144
"('C43', 'C47')",46209.204
"('C43', 'C48')",29108.16
"('C43', 'C49')",51545.7
"('C43', 'C50')",3668.841
"('C43', 'C51')",40417.893
"('C43', 'C52')",43510.635
"('C43', 'C53')",41266.881
"('C43', 'C54')",34596.261
"('C43', 'C55')",26409.591
"('C43', 'C56')",24741.936
"('C43', 'C57')",12401.289
"('C43', 'C58')",50181.255
"('C43', 'C59')",22013.046
"('C43', 'C60')",47937.501
"('C43', 'C61')",56184.813
"('C43', 'C62')",23104.602
"('C43', 'C63')",31351.914
"('C43', 'C64')",45572.463
"('C43', 'C65')",55487.43
"('C43', 'C66')",43359.03
"('C43', 'C67')",39023.127
"('C43', 'C68')",40357.251
"('C43', 'C69')",17131.365
"('C43', 'C70')",41448.807
"('C43', 'C71')",49271.625
"('C43', 'C72')",22589.145
"('C43', 'C73')",29623.617
"('C43', 'C74')",32079.618
"('C43', 'C75')",42176.511
"('C43', 'C76')",54395.874
"('C43', 'C77')",74043.882
"('C43', 'C78')",20527.317
"('C43', 'C79')",32716.359
"('C43', 'C80')",34869.15
"('C43', 'C81')",29593.296
"('C43', 'C82')",26682.48
"('C43', 'C83')",39872.115
"('C43', 'C84')",13432.203
"('C43', 'C85')",17434.575
"('C43', 'C86')",52758.54
"('C43', 'C87')",48665.205
"('C43', 'C88')",44875.08
"('C44', 'C39')",22285.935
"('C44', 'C40')",17889.39
"('C44', 'C41')",38598.633
"('C44', 'C42')",40417.893
"('C44', 'C43')",22346.577
"('C44', 'C44')",9999999.0
"('C44', 'C45')",34141.446
"('C44', 'C46')",54820.368
"('C44', 'C47')",51060.564
"('C44', 'C48')",31867.371
"('C44', 'C49')",44966.043
"('C44', 'C50')",16403.661
"('C44', 'C51')",44784.117
"('C44', 'C52')",60126.543
"('C44', 'C53')",57882.789
"('C44', 'C54')",51242.49
"('C44', 'C55')",18495.81
"('C44', 'C56')",35414.928
"('C44', 'C57')",19071.909
"('C44', 'C58')",42055.227
"('C44', 'C59')",38810.88
"('C44', 'C60')",52303.725
"('C44', 'C61')",49605.156
"('C44', 'C62')",4942.323
"('C44', 'C63')",42449.4
"('C44', 'C64')",34535.619
"('C44', 'C65')",46906.587
"('C44', 'C66')",48210.39
"('C44', 'C67')",32049.297
"('C44', 'C68')",50969.601
"('C44', 'C69')",29653.938
"('C44', 'C70')",53516.565
"('C44', 'C71')",42691.968
"('C44', 'C72')",37082.583
"('C44', 'C73')",46239.525
"('C44', 'C74')",33413.742
"('C44', 'C75')",27955.962
"('C44', 'C76')",47876.859
"('C44', 'C77')",78895.242
"('C44', 'C78')",9611.757
"('C44', 'C79')",46664.019
"('C44', 'C80')",51515.379
"('C44', 'C81')",43116.462
"('C44', 'C82')",40205.646
"('C44', 'C83')",56518.344
"('C44', 'C84')",33080.211
"('C44', 'C85')",22952.997
"('C44', 'C86')",69404.769
"('C44', 'C87')",37628.361
"('C44', 'C88')",47998.143
"('C45', 'C39')",21861.441
"('C45', 'C40')",35172.36
"('C45', 'C41')",48665.205
"('C45', 'C42')",32382.828
"('C45', 'C43')",34656.903
"('C45', 'C44')",33656.31
"('C45', 'C45')",9999999.0
"('C45', 'C46')",23407.812
"('C45', 'C47')",73164.573
"('C45', 'C48')",5548.743
"('C45', 'C49')",68343.534
"('C45', 'C50')",31746.087
"('C45', 'C51')",13371.561
"('C45', 'C52')",29411.37
"('C45', 'C53')",27167.616
"('C45', 'C54')",20496.996
"('C45', 'C55')",24317.442
"('C45', 'C56')",8793.09
"('C45', 'C57')",27349.542
"('C45', 'C58')",65887.533
"('C45', 'C59')",11885.832
"('C45', 'C60')",20921.49
"('C45', 'C61')",73012.968
"('C45', 'C62')",38022.534
"('C45', 'C63')",58307.283
"('C45', 'C64')",32898.285
"('C45', 'C65')",28441.098
"('C45', 'C66')",70314.399
"('C45', 'C67')",55851.282
"('C45', 'C68')",14614.722
"('C45', 'C69')",43086.141
"('C45', 'C70')",17161.686
"('C45', 'C71')",66069.459
"('C45', 'C72')",50484.465
"('C45', 'C73')",25530.282
"('C45', 'C74')",59034.987
"('C45', 'C75')",41661.054
"('C45', 'C76')",27349.542
"('C45', 'C77')",100999.251
"('C45', 'C78')",39023.127
"('C45', 'C79')",10309.14
"('C45', 'C80')",20800.206
"('C45', 'C81')",53183.034
"('C45', 'C82')",50272.218
"('C45', 'C83')",25803.171
"('C45', 'C84')",29653.938
"('C45', 'C85')",14038.623
"('C45', 'C86')",38689.596
"('C45', 'C87')",41812.659
"('C45', 'C88')",26803.764
"('C46', 'C39')",44541.549
"('C46', 'C40')",58246.641
"('C46', 'C41')",69404.769
"('C46', 'C42')",18162.279
"('C46', 'C43')",50636.07
"('C46', 'C44')",52303.725
"('C46', 'C45')",22073.688
"('C46', 'C46')",9999999.0
"('C46', 'C47')",91417.815
"('C46', 'C48')",23407.812
"('C46', 'C49')",85323.294
"('C46', 'C50')",52485.651
"('C46', 'C51')",15130.179
"('C46', 'C52')",47240.118
"('C46', 'C53')",44996.364
"('C46', 'C54')",37537.398
"('C46', 'C55')",39053.448
"('C46', 'C56')",29532.654
"('C46', 'C57')",48089.106
"('C46', 'C58')",82412.478
"('C46', 'C59')",30745.494
"('C46', 'C60')",6064.2
"('C46', 'C61')",89962.407
"('C46', 'C62')",54790.047
"('C46', 'C63')",79046.847
"('C46', 'C64')",18677.736
"('C46', 'C65')",14250.87
"('C46', 'C66')",88567.641
"('C46', 'C67')",72406.548
"('C46', 'C68')",27592.11
"('C46', 'C69')",63825.705
"('C46', 'C70')",27713.394
"('C46', 'C71')",83018.898
"('C46', 'C72')",71254.35
"('C46', 'C73')",43359.03
"('C46', 'C74')",73770.993
"('C46', 'C75')",57609.9
"('C46', 'C76')",13159.314
"('C46', 'C77')",119252.493
"('C46', 'C78')",57761.505
"('C46', 'C79')",27592.11
"('C46', 'C80')",38628.954
"('C46', 'C81')",73922.598
"('C46', 'C82')",71011.782
"('C46', 'C83')",43631.919
"('C46', 'C84')",52334.046
"('C46', 'C85')",34778.187
"('C46', 'C86')",52212.762
"('C46', 'C87')",34717.545
"('C46', 'C88')",18859.662
"('C47', 'C39')",58458.888
"('C47', 'C40')",53364.96
"('C47', 'C41')",25287.714
"('C47', 'C42')",96420.78
"('C47', 'C43')",43965.45
"('C47', 'C44')",58640.814
"('C47', 'C45')",86354.208
"('C47', 'C46')",90083.691
"('C47', 'C47')",9999999.0
"('C47', 'C48')",84080.133
"('C47', 'C49')",41175.918
"('C47', 'C50')",43116.462
"('C47', 'C51')",80047.44
"('C47', 'C52')",83140.182
"('C47', 'C53')",80896.428
"('C47', 'C54')",74225.808
"('C47', 'C55')",68949.954
"('C47', 'C56')",64371.483
"('C47', 'C57')",68889.312
"('C47', 'C58')",18131.958
"('C47', 'C59')",61642.593
"('C47', 'C60')",87567.048
"('C47', 'C61')",35566.533
"('C47', 'C62')",60338.79
"('C47', 'C63')",16585.587
"('C47', 'C64')",90538.506
"('C47', 'C65')",95116.977
"('C47', 'C66')",7307.361
"('C47', 'C67')",22801.392
"('C47', 'C68')",79986.798
"('C47', 'C69')",30563.568
"('C47', 'C70')",81078.354
"('C47', 'C71')",48361.995
"('C47', 'C72')",29320.407
"('C47', 'C73')",69253.164
"('C47', 'C74')",25772.85
"('C47', 'C75')",85444.578
"('C47', 'C76')",94025.421
"('C47', 'C77')",42024.906
"('C47', 'C78')",48695.526
"('C47', 'C79')",72345.906
"('C47', 'C80')",74498.697
"('C47', 'C81')",20133.144
"('C47', 'C82')",26894.727
"('C47', 'C83')",79501.662
"('C47', 'C84')",53061.75
"('C47', 'C85')",63310.248
"('C47', 'C86')",92388.087
"('C47', 'C87')",93631.248
"('C47', 'C88')",84504.627
"('C48', 'C39')",25257.393
"('C48', 'C40')",38992.806
"('C48', 'C41')",53273.997
"('C48', 'C42')",34656.903
"('C48', 'C43')",38083.176
"('C48', 'C44')",33019.569
"('C48', 'C45')",5002.965
"('C48', 'C46')",25712.208
"('C48', 'C47')",72163.98
"('C48', 'C48')",9999999.0
"('C48', 'C49')",66039.138
"('C48', 'C50')",34838.829
"('C48', 'C51')",11825.19
"('C48', 'C52')",30806.136
"('C48', 'C53')",28562.382
"('C48', 'C54')",21891.762
"('C48', 'C55')",19799.613
"('C48', 'C56')",11067.165
"('C48', 'C57')",31958.334
"('C48', 'C58')",63158.643
"('C48', 'C59')",13432.203
"('C48', 'C60')",23195.565
"('C48', 'C61')",70708.572
"('C48', 'C62')",35505.891
"('C48', 'C63')",62916.075
"('C48', 'C64')",31958.334
"('C48', 'C65')",30745.494
"('C48', 'C66')",69313.806
"('C48', 'C67')",53122.392
"('C48', 'C68')",21861.441
"('C48', 'C69')",47694.933
"('C48', 'C70')",24408.405
"('C48', 'C71')",63765.063
"('C48', 'C72')",55093.257
"('C48', 'C73')",38477.349
"('C48', 'C74')",54486.837
"('C48', 'C75')",38325.744
"('C48', 'C76')",29623.617
"('C48', 'C77')",99998.658
"('C48', 'C78')",38477.349
"('C48', 'C79')",17555.859
"('C48', 'C80')",22194.972
"('C48', 'C81')",57791.826
"('C48', 'C82')",54881.01
"('C48', 'C83')",27197.937
"('C48', 'C84')",33080.211
"('C48', 'C85')",18647.415
"('C48', 'C86')",40084.362
"('C48', 'C87')",35051.076
"('C48', 'C88')",20648.601
"('C49', 'C39')",49029.057
"('C49', 'C40')",31351.914
"('C49', 'C41')",39326.337
"('C49', 'C42')",66039.138
"('C49', 'C43')",47452.365
"('C49', 'C44')",33565.347
"('C49', 'C45')",64341.162
"('C49', 'C46')",85050.405
"('C49', 'C47')",48422.637
"('C49', 'C48')",62097.408
"('C49', 'C49')",9999999.0
"('C49', 'C50')",46603.377
"('C49', 'C51')",75014.154
"('C49', 'C52')",86627.097
"('C49', 'C53')",84383.343
"('C49', 'C54')",77712.723
"('C49', 'C55')",44117.055
"('C49', 'C56')",67888.719
"('C49', 'C57')",46876.266
"('C49', 'C58')",24378.084
"('C49', 'C59')",65159.829
"('C49', 'C60')",82533.762
"('C49', 'C61')",5912.595
"('C49', 'C62')",28501.74
"('C49', 'C63')",39811.473
"('C49', 'C64')",60156.864
"('C49', 'C65')",72527.832
"('C49', 'C66')",45572.463
"('C49', 'C67')",28865.592
"('C49', 'C68')",83504.034
"('C49', 'C69')",39963.078
"('C49', 'C70')",84565.269
"('C49', 'C71')",10551.708
"('C49', 'C72')",47361.402
"('C49', 'C73')",72740.079
"('C49', 'C74')",30230.037
"('C49', 'C75')",53577.207
"('C49', 'C76')",73498.104
"('C49', 'C77')",64492.767
"('C49', 'C78')",26318.628
"('C49', 'C79')",75863.142
"('C49', 'C80')",78015.933
"('C49', 'C81')",43844.166
"('C49', 'C82')",40933.35
"('C49', 'C83')",83018.898
"('C49', 'C84')",56548.665
"('C49', 'C85')",56245.455
"('C49', 'C86')",95905.323
"('C49', 'C87')",63249.606
"('C49', 'C88')",88446.357
"('C50', 'C39')",9338.868
"('C50', 'C40')",14493.438
"('C50', 'C41')",23771.664
"('C50', 'C42')",52030.836
"('C50', 'C43')",7458.966
"('C50', 'C44')",19162.872
"('C50', 'C45')",31958.334
"('C50', 'C46')",53577.207
"('C50', 'C47')",44935.722
"('C50', 'C48')",29684.259
"('C50', 'C49')",49332.267
"('C50', 'C50')",9999999.0
"('C50', 'C51')",43540.956
"('C50', 'C52')",46633.698
"('C50', 'C53')",44389.944
"('C50', 'C54')",37719.324
"('C50', 'C55')",26985.69
"('C50', 'C56')",27895.32
"('C50', 'C57')",12856.104
"('C50', 'C58')",48877.452
"('C50', 'C59')",25166.43
"('C50', 'C60')",51090.885
"('C50', 'C61')",54001.701
"('C50', 'C62')",19466.082
"('C50', 'C63')",30078.432
"('C50', 'C64')",46148.562
"('C50', 'C65')",58610.493
"('C50', 'C66')",42085.548
"('C50', 'C67')",36840.015
"('C50', 'C68')",43480.314
"('C50', 'C69')",15857.883
"('C50', 'C70')",44571.87
"('C50', 'C71')",47058.192
"('C50', 'C72')",21285.342
"('C50', 'C73')",32746.68
"('C50', 'C74')",30806.136
"('C50', 'C75')",42752.61
"('C50', 'C76')",57518.937
"('C50', 'C77')",72770.4
"('C50', 'C78')",18344.205
"('C50', 'C79')",35839.422
"('C50', 'C80')",38022.534
"('C50', 'C81')",28289.493
"('C50', 'C82')",25378.677
"('C50', 'C83')",43025.499
"('C50', 'C84')",16555.266
"('C50', 'C85')",18010.674
"('C50', 'C86')",55911.924
"('C50', 'C87')",49241.304
"('C50', 'C88')",48028.464
"('C51', 'C39')",32777.001
"('C51', 'C40')",46482.093
"('C51', 'C41')",60793.605
"('C51', 'C42')",22255.614
"('C51', 'C43')",45572.463
"('C51', 'C44')",40539.177
"('C51', 'C45')",12734.82
"('C51', 'C46')",13310.919
"('C51', 'C47')",79653.267
"('C51', 'C48')",11643.264
"('C51', 'C49')",73558.746
"('C51', 'C50')",42358.437
"('C51', 'C51')",9999999.0
"('C51', 'C52')",37901.25
"('C51', 'C53')",35657.496
"('C51', 'C54')",28198.53
"('C51', 'C55')",27319.221
"('C51', 'C56')",20193.786
"('C51', 'C57')",39477.942
"('C51', 'C58')",70647.93
"('C51', 'C59')",21406.626
"('C51', 'C60')",10763.955
"('C51', 'C61')",78228.18
"('C51', 'C62')",43025.499
"('C51', 'C63')",70435.683
"('C51', 'C64')",22771.071
"('C51', 'C65')",18344.205
"('C51', 'C66')",76803.093
"('C51', 'C67')",60642.0
"('C51', 'C68')",22589.145
"('C51', 'C69')",55214.541
"('C51', 'C70')",27834.678
"('C51', 'C71')",71284.671
"('C51', 'C72')",62612.865
"('C51', 'C73')",34020.162
"('C51', 'C74')",62006.445
"('C51', 'C75')",45845.352
"('C51', 'C76')",17222.328
"('C51', 'C77')",107487.945
"('C51', 'C78')",45996.957
"('C51', 'C79')",18253.242
"('C51', 'C80')",29290.086
"('C51', 'C81')",65311.434
"('C51', 'C82')",62400.618
"('C51', 'C83')",34293.051
"('C51', 'C84')",40599.819
"('C51', 'C85')",26167.023
"('C51', 'C86')",47179.476
"('C51', 'C87')",29320.407
"('C51', 'C88')",18980.946
"('C52', 'C39')",41721.696
"('C52', 'C40')",62734.149
"('C52', 'C41')",63370.89
"('C52', 'C42')",57185.406
"('C52', 'C43')",44208.018
"('C52', 'C44')",59580.765
"('C52', 'C45')",33716.952
"('C52', 'C46')",48210.39
"('C52', 'C47')",84504.627
"('C52', 'C48')",31837.05
"('C52', 'C49')",95905.323
"('C52', 'C50')",47876.859
"('C52', 'C51')",38174.139
"('C52', 'C52')",9999999.0
"('C52', 'C53')",7762.176
"('C52', 'C54')",14068.944
"('C52', 'C55')",51272.811
"('C52', 'C56')",29259.765
"('C52', 'C57')",54911.331
"('C52', 'C58')",88446.357
"('C52', 'C59')",25105.788
"('C52', 'C60')",45724.068
"('C52', 'C61')",100574.757
"('C52', 'C62')",63946.989
"('C52', 'C63')",60369.111
"('C52', 'C64')",57700.863
"('C52', 'C65')",53243.676
"('C52', 'C66')",81654.453
"('C52', 'C67')",83413.071
"('C52', 'C68')",24014.232
"('C52', 'C69')",55426.788
"('C52', 'C70')",22346.577
"('C52', 'C71')",93631.248
"('C52', 'C72')",48907.773
"('C52', 'C73')",17889.39
"('C52', 'C74')",70375.041
"('C52', 'C75')",67039.731
"('C52', 'C76')",52152.12
"('C52', 'C77')",112339.305
"('C52', 'C78')",69101.559
"('C52', 'C79')",23498.775
"('C52', 'C80')",9642.078
"('C52', 'C81')",56215.134
"('C52', 'C82')",55972.566
"('C52', 'C83')",7186.077
"('C52', 'C84')",33292.458
"('C52', 'C85')",42297.795
"('C52', 'C86')",14311.512
"('C52', 'C87')",66372.669
"('C52', 'C88')",34444.656
"('C53', 'C39')",38477.349
"('C53', 'C40')",59459.481
"('C53', 'C41')",60126.543
"('C53', 'C42')",53941.059
"('C53', 'C43')",40963.671
"('C53', 'C44')",56336.418
"('C53', 'C45')",30472.605
"('C53', 'C46')",44966.043
"('C53', 'C47')",81260.28
"('C53', 'C48')",28592.703
"('C53', 'C49')",92660.976
"('C53', 'C50')",44632.512
"('C53', 'C51')",34929.792
"('C53', 'C52')",8216.991
"('C53', 'C53')",9999999.0
"('C53', 'C54')",10369.782
"('C53', 'C55')",48028.464
"('C53', 'C56')",26015.418
"('C53', 'C57')",51666.984
"('C53', 'C58')",85202.01
"('C53', 'C59')",21861.441
"('C53', 'C60')",42479.721
"('C53', 'C61')",97330.41
"('C53', 'C62')",60702.642
"('C53', 'C63')",57124.764
"('C53', 'C64')",54456.516
"('C53', 'C65')",49999.329
"('C53', 'C66')",78410.106
"('C53', 'C67')",80168.724
"('C53', 'C68')",12098.079
"('C53', 'C69')",52182.441
"('C53', 'C70')",16949.439
"('C53', 'C71')",90386.901
"('C53', 'C72')",45663.426
"('C53', 'C73')",20315.07
"('C53', 'C74')",67130.694
"('C53', 'C75')",63795.384
"('C53', 'C76')",48907.773
"('C53', 'C77')",109094.958
"('C53', 'C78')",65857.212
"('C53', 'C79')",15433.389
"('C53', 'C80')",8762.769
"('C53', 'C81')",52970.787
"('C53', 'C82')",52728.219
"('C53', 'C83')",1546.371
"('C53', 'C84')",30048.111
"('C53', 'C85')",39053.448
"('C53', 'C86')",15008.895
"('C53', 'C87')",63128.322
"('C53', 'C88')",22528.503
"('C54', 'C39')",32504.112
"('C54', 'C40')",53516.565
"('C54', 'C41')",54153.306
"('C54', 'C42')",46087.92
"('C54', 'C43')",34990.434
"('C54', 'C44')",50363.181
"('C54', 'C45')",22619.466
"('C54', 'C46')",37143.225
"('C54', 'C47')",75287.043
"('C54', 'C48')",20739.564
"('C54', 'C49')",86687.739
"('C54', 'C50')",38659.275
"('C54', 'C51')",27106.974
"('C54', 'C52')",13219.956
"('C54', 'C53')",8702.127
"('C54', 'C54')",9999999.0
"('C54', 'C55')",42055.227
"('C54', 'C56')",18162.279
"('C54', 'C57')",45693.747
"('C54', 'C58')",79259.094
"('C54', 'C59')",14008.302
"('C54', 'C60')",34626.582
"('C54', 'C61')",91357.173
"('C54', 'C62')",54729.405
"('C54', 'C63')",51181.848
"('C54', 'C64')",46603.377
"('C54', 'C65')",42176.511
"('C54', 'C66')",72436.869
"('C54', 'C67')",74195.487
"('C54', 'C68')",11703.906
"('C54', 'C69')",46209.204
"('C54', 'C70')",15130.179
"('C54', 'C71')",84413.664
"('C54', 'C72')",39720.51
"('C54', 'C73')",14341.833
"('C54', 'C74')",61157.457
"('C54', 'C75')",57852.468
"('C54', 'C76')",41054.634
"('C54', 'C77')",103121.721
"('C54', 'C78')",59883.975
"('C54', 'C79')",10945.881
"('C54', 'C80')",5488.101
"('C54', 'C81')",47027.871
"('C54', 'C82')",46754.982
"('C54', 'C83')",7337.682
"('C54', 'C84')",24074.874
"('C54', 'C85')",33080.211
"('C54', 'C86')",22710.429
"('C54', 'C87')",55275.183
"('C54', 'C88')",22134.33
"('C55', 'C39')",21831.12
"('C55', 'C40')",29168.802
"('C55', 'C41')",48301.353
"('C55', 'C42')",28713.987
"('C55', 'C43')",34626.582
"('C55', 'C44')",17373.933
"('C55', 'C45')",24135.516
"('C55', 'C46')",36081.99
"('C55', 'C47')",62339.976
"('C55', 'C48')",16737.192
"('C55', 'C49')",56245.455
"('C55', 'C50')",31412.556
"('C55', 'C51')",24226.479
"('C55', 'C52')",51060.564
"('C55', 'C53')",48816.81
"('C55', 'C54')",42146.19
"('C55', 'C55')",9999999.0
"('C55', 'C56')",24590.331
"('C55', 'C57')",26955.369
"('C55', 'C58')",53334.639
"('C55', 'C59')",27622.431
"('C55', 'C60')",33595.668
"('C55', 'C61')",60914.889
"('C55', 'C62')",19860.255
"('C55', 'C63')",53728.812
"('C55', 'C64')",22831.713
"('C55', 'C65')",35202.681
"('C55', 'C66')",59489.802
"('C55', 'C67')",43328.709
"('C55', 'C68')",35445.249
"('C55', 'C69')",42691.968
"('C55', 'C70')",37961.892
"('C55', 'C71')",53971.38
"('C55', 'C72')",50120.613
"('C55', 'C73')",37173.546
"('C55', 'C74')",44693.154
"('C55', 'C75')",23650.38
"('C55', 'C76')",40023.72
"('C55', 'C77')",90174.654
"('C55', 'C78')",28683.666
"('C55', 'C79')",31109.346
"('C55', 'C80')",42419.079
"('C55', 'C81')",52788.861
"('C55', 'C82')",49908.366
"('C55', 'C83')",47452.365
"('C55', 'C84')",29623.617
"('C55', 'C85')",12128.4
"('C55', 'C86')",60308.469
"('C55', 'C87')",25954.776
"('C55', 'C88')",33049.89
"('C56', 'C39')",14220.549
"('C56', 'C40')",35233.002
"('C56', 'C41')",48725.847
"('C56', 'C42')",39356.658
"('C56', 'C43')",25772.85
"('C56', 'C44')",32807.322
"('C56', 'C45')",9793.683
"('C56', 'C46')",30411.963
"('C56', 'C47')",73255.536
"('C56', 'C48')",10036.251
"('C56', 'C49')",68434.497
"('C56', 'C50')",22558.824
"('C56', 'C51')",20375.712
"('C56', 'C52')",30593.889
"('C56', 'C53')",28350.135
"('C56', 'C54')",21709.836
"('C56', 'C55')",23771.664
"('C56', 'C56')",9999999.0
"('C56', 'C57')",27410.184
"('C56', 'C58')",65948.175
"('C56', 'C59')",6519.015
"('C56', 'C60')",27895.32
"('C56', 'C61')",73103.931
"('C56', 'C62')",37143.225
"('C56', 'C63')",58398.246
"('C56', 'C64')",36476.163
"('C56', 'C65')",35445.249
"('C56', 'C66')",70405.362
"('C56', 'C67')",55911.924
"('C56', 'C68')",19375.119
"('C56', 'C69')",43146.783
"('C56', 'C70')",21922.083
"('C56', 'C71')",66160.422
"('C56', 'C72')",50575.428
"('C56', 'C73')",19405.44
"('C56', 'C74')",59125.95
"('C56', 'C75')",39568.905
"('C56', 'C76')",34323.372
"('C56', 'C77')",101090.214
"('C56', 'C78')",41600.412
"('C56', 'C79')",15069.537
"('C56', 'C80')",21982.725
"('C56', 'C81')",53243.676
"('C56', 'C82')",50332.86
"('C56', 'C83')",26985.69
"('C56', 'C84')",20769.885
"('C56', 'C85')",11794.869
"('C56', 'C86')",39872.115
"('C56', 'C87')",39568.905
"('C56', 'C88')",33777.594
"('C57', 'C39')",15008.895
"('C57', 'C40')",20951.811
"('C57', 'C41')",41661.054
"('C57', 'C42')",48968.415
"('C57', 'C43')",25287.714
"('C57', 'C44')",14432.796
"('C57', 'C45')",25590.924
"('C57', 'C46')",46269.846
"('C57', 'C47')",54122.985
"('C57', 'C48')",23316.849
"('C57', 'C49')",48028.464
"('C57', 'C50')",19344.798
"('C57', 'C51')",36233.595
"('C57', 'C52')",52849.503
"('C57', 'C53')",50605.749
"('C57', 'C54')",43935.129
"('C57', 'C55')",22285.935
